isrc,artist_id,artist_name,track_name,streams,weeks_in_charts,n_regions,danceability,energy,speechiness,instrumentalness,liveness,valence,tempo,song_length,song_age,explicit,n_playlists,sp_popularity,youtube_views,tiktok_counts,insta_followers_artist,monthly_listeners_artist,playlist_total_reach_artist,sp_fans_artist,shazam_counts,release_date,genre,label,top10,expert_rating
UKJM21800015,198886,Bugzy Malone,Die By The Gun,57390,1,1,59,62.9,29.5,0,28.8,41.7,139.524,4.14778333333333,135.285714285714,0,258,55,0,143,1284753,1576221,11627080,175919,83416,2018-08-17,HipHop/Rap,Warner Music,0,fair
TCACG1534597,213866,Kinderliedjes feat. Sinterklaasliedjes,"Zwarte Piet, Wiedewiedewiet (feat. Sinterklaasliedjes)",91651,3,1,64.6,41.3,4.14,1.05e-4,31.1,88.9,151.805,0.86185,302.571428571429,1,0,13,0,0,0,112787,26475,9215,0,2015-07-19,German Folk,Independent,0,excellent
GBARL1700812,2014,Arcade Fire,Everything Now,139763,30,4,54.8,86.5,3.02,0.04,45.7,61,116.046,5.05021666666667,198.428571428571,1,2474,62,29954529,161,389183,4270926,27830199,561325,1333272,2017-05-29,Pop,Sony Music,0,poor
IT4U12000004,5772,Ghali,Good Times,2382411,10,1,71.9,73.6,7.76,0,9.88,59.3,109.028,2.71788333333333,46.2857142857143,0,339,67,49726019,82200,2371066,2258270,6976448,123736,520843,2020-02-20,HipHop/Rap,Warner Music,0,good
SE3AA1900007,213779,Hot Shade feat. Mike Perry feat. Mika Zibanejad,Moves,110231,5,1,85.7,71.8,4.39,2.54e-4,8.68,70.3,119.976,2.3307,96.2857142857143,0,155,49,0,0,0,1855035,27316730,2879,15288,2019-05-16,Pop,Independent,0,fair
DEQ021805273,921559,Noah,Lamborghini,227641,5,1,79.9,74.1,3.76,1.65e-4,13.3,53.2,140.049,3.27011666666667,130.285714285714,0,56,48,0,726,0,925103,5950025,33971,41866,2018-09-21,HipHop/Rap,Independent,0,good
GBKPL1959035,209705,Lauv feat. Anne-Marie,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",13905570,243,12,80.6,55.8,6.83,0,6.18,67.8,95.016,3.31621666666667,54.2857142857143,0,1661,77,0,0,2039018,23520692,144706579,268521,768907,2019-08-01,Pop,Universal Music,1,excellent
BET671300160,3593,Stromae,Papaoutai,4306,1,1,73.3,81.8,8.59,0,6.36,25.3,116.019,3.86911666666667,428.714285714286,0,5837,73,10981424,53600,638160,5874144,17854636,2450800,5471555,2013-01-01,other,Universal Music,0,fair
SEPQA1900014,2462,Måns Zelmerlöw feat. Dotter,Walk With Me,1194626,57,1,51.5,55.8,3.59,0,10.3,20,133.975,2.80573333333333,74.2857142857143,0,232,56,0,6499,448413,1070577,5135763,35244,54612,2019-03-01,Pop,Warner Music,0,good
DEQ021903144,1129497,Sero El Mero,Dein Fahrer,975451,14,2,81.1,72.7,4.97,0,7.57,65.1,100.006,3.22351666666667,83.2857142857143,0,59,44,0,2959,587093,227832,390230,51024,26751,2019-06-21,HipHop/Rap,Independent,0,excellent
NLZ541800473,240524,Puri feat. KILATE TESLA feat. Kalibwoy,Palo,42248,2,1,79.6,76,6.53,0,19,47.6,95.058,2.76368333333333,150.285714285714,1,111,51,2599709,53,22915,3569284,25351244,4543,269634,2018-05-03,Electro/Dance,Warner Music,0,excellent
PLA552000168,403546,Smolasty,Kreski,16722,1,1,65.3,77.8,13.1,0,16,71.7,160.042,2.575,52.5714285714286,0,5,39,4893570,4221,240884,644620,1039150,3241,3656,2020-03-16,Pop,Warner Music,0,good
FRUM71802090,94565,Mac Tyer feat. Kaaris feat. Sofiane,Il se passe quoi,535003,12,1,85.8,89.8,37.1,0,8.52,62.5,110.989,5.13155,120.285714285714,0,20,38,9872496,0,170322,627942,2140083,370685,13318,2018-11-23,HipHop/Rap,Universal Music,0,good
USUM72010167,751087,keshi,more,285892,20,3,56.8,70,3.78,0,37.8,37.7,79.991,3.05905,37.7142857142857,0,65,60,0,0,698973,3221848,13488959,5459,0,2020-06-16,Rock,Universal Music,0,fair
NLG531700027,468404,Kinderen Voor Kinderen,Gruwelijk Eng,209863,10,1,72.4,92.3,4.38,0.23,4.64,31.8,94.992,3.00555,182.285714285714,0,23,44,14727048,0,35803,435982,360238,16303,0,2017-09-01,Pop,Independent,0,excellent
SEUM71600240,5069,Vigiland,Pong Dance,37410,1,1,82.7,71.4,5.54,4.52e-4,7.83,12.2,128.03,2.625,263.285714285714,0,2938,64,24467947,83700,29387,3891057,22334032,47258,407736,2016-03-04,Electro/Dance,Universal Music,0,excellent
GBAHT1800404,471,Muse,The Dark Side,96068,3,5,48.4,92.7,4.25,3.96e-4,22.3,38.9,99.979,3.78688333333333,123.285714285714,0,361,58,0,226,1854512,9617795,36737524,4187932,0,2018-08-30,Rock,Warner Music,0,good
TWA532001726,2024,JJ Lin feat. 藤原浩,無濾鏡 (feat. 藤原浩),157283,11,2,31.2,22.2,3.51,0.01,10.7,21.6,140.538,3.58258333333333,33.4285714285714,0,19,46,0,0,4602009,1549849,3410958,11866,0,2020-07-30,Pop,Warner Music,0,poor
PLC062009011,214644,Wac Toja feat. Matheo feat. Malik Montana,Fala - Piri Piri,1625762,80,1,71.9,74.8,13.9,0,34.4,34.8,117.869,3.8644,60.2857142857143,0,10,49,5601281,18,175785,563568,996032,2951,5720,2020-01-23,Pop,Independent,0,fair
USQX92001180,164355,Natalie Taylor,Surrender,37068605,326,10,39,44.8,2.76,18.2,10.7,7.7,144.89,3.05171666666667,72.7142857142857,0,1356,79,0,167300,44172,3879468,33635314,13167,0,2020-04-07,Pop,Sony Music,1,excellent
USUM71615580,714,Boyz II Men feat. RobbieG,On Bended Knee - RobbieG Remix,2831,1,1,62.1,91.7,15.7,0.98,9.04,36.8,121.912,3.0883,223.285714285714,0,102,41,0,0,395786,4244020,38779917,416100,0,2016-12-09,Electro/Dance,Universal Music,0,masterpiece
DEUM71604836,215260,Tay Schmedtmann,Lauf Baby lauf - From The Voice Of Germany,25943,1,1,65.6,44.9,4.84,0,16.5,41.1,130.079,3.842,223.285714285714,0,73,35,0,0,13516,19641,63560,2422,0,2016-12-08,Pop,Universal Music,0,excellent
USUM71815971,5521,Calum Scott,No Matter What,39202,7,1,50,29.5,3.07,0,10.4,27.3,135.076,3.94845,158.285714285714,0,574,15,105485214,2529,778709,11602197,74048772,223402,368996,2018-10-19,Pop,Universal Music,0,excellent
ZZOPM2002175,711146,Joji feat. Lil Yachty,Pretty Boy (feat. Lil Yachty),2936646,7,7,65.6,77.6,6.72,37.8,37.2,63.8,156.049,2.61265,25.2857142857143,1,147,70,0,5456,5553131,14638921,54784733,272142,28892,2020-07-10,Rock,Warner Music,0,excellent
FIK3E1900292,217146,Juha Tapio feat. Jukka Poika,Se Tekee Hyvää,111168,10,1,66.6,78,3.83,0.13,10.2,79.1,91.259,3.726,111.428571428571,0,13,32,199721,0,71002,268287,351655,16481,4781,2019-01-31,Pop,Universal Music,0,excellent
PLS281600005,188414,Białas feat. Zui,"Mali ludzie, wielkie nieba",131516,28,1,84.3,75.2,23.5,0,11.1,19.8,128.003,3.99993333333333,237.857142857143,0,30,45,27637391,4294,43,858068,569581,7013,18629,2016-08-30,Pop,Independent,0,good
FR7U61900134,853511,Niska feat. 4Keus,MD,1282700,7,3,41,72.9,40,0,12.4,59.3,75.301,3.51378333333333,64.2857142857143,0,184,61,0,6165,745982,937887,2018336,454937,499459,2019-12-26,HipHop/Rap,Sony Music,0,excellent
USUG11902750,3380,Drake,5 Am in Toronto,1933199,6,4,55.5,88,26.5,0,7.23,39.1,87.195,3.42106666666667,85.2857142857143,0,689,56,0,24,77265425,56234362,424579104,20738811,0,2019-08-02,HipHop/Rap,Universal Music,0,fair
ITUM71701733,134682,Sfera Ebbasta,Ricchi x Sempre,29995,1,1,46.4,73.7,42.9,0,19.4,13.5,211.93,3.72978333333333,165.285714285714,0,107,43,1255825,7682,3522378,5274152,35635930,107259,167548,2018-01-18,HipHop/Rap,Universal Music,0,excellent
FR0U91800529,196892,Rohff,Testament II,262800,5,1,65.1,68.8,36.4,0,18.5,47.3,160.017,8.66108333333333,118.285714285714,0,4,34,0,0,436934,911839,2235427,717218,0,2018-12-14,Pop,Independent,0,good
FIUM71700491,2033,Petri Nygård feat. Vesku Jokinen,Nössö,12948147,943,1,87.5,81.4,4.3,0,18.4,69.5,109.996,3.44346666666667,175.714285714286,0,98,46,142283,0,35387,245273,339934,15833,7980,2017-11-07,Pop,Universal Music,1,excellent
DEUM71902836,209090,Luciano,Intro,1000078,8,3,73.2,33.5,32.8,0.01,9.17,12,129.086,2.358,81.4285714285714,0,28,43,0,0,1586001,4075957,14702728,190509,0,2019-07-08,HipHop/Rap,Universal Music,0,excellent
PLA281500270,4989,Margaret feat. The Voice Of Poland 2015 Finalists,Coraz bliżej święta,2129151,71,1,37.9,83.8,5.76,0.01,63.2,36,82.006,3.43888333333333,280.714285714286,0,29,41,7012305,0,848629,630680,1874494,14594,0,2019-12-21,other,Independent,0,masterpiece
NLG662000871,5578,Jonna Fraser feat. Henkie T feat. Yssi SB,Codes,45334,1,1,60.9,54.1,46.3,0,11.8,69,68.331,3.21701666666667,15.4285714285714,0,15,46,0,0,223536,1164207,5275419,43339,0,2020-12-03,HipHop/Rap,Universal Music,0,excellent
SKA011900030,550588,Gleb,Blbé príbehy vol.2,29576,7,1,81.9,79.4,26.1,9.32e-4,18.8,17.4,108.019,3.43333333333333,95.2857142857143,1,0,34,0,0,361150,155529,116318,4068,0,2019-05-24,HipHop/Rap,Universal Music,0,good
GBLPF0600777,41761,Beret,Esencial,136222,5,1,63,86.3,9.56,0,12.2,75.4,99.344,2.7025,186.428571428571,1,104,54,0,1775,1318791,4986410,26921043,275998,48955,2017-06-30,Pop,Warner Music,0,excellent
SEWLR1805401,44700,Markoolio,Ge oss mål,160654,6,1,60.4,84.3,7.88,0,88,57.5,128.014,3.27343333333333,147.285714285714,0,26,21,0,0,175101,363721,1265478,584,0,2018-05-25,Pop,Independent,0,good
FR02R1800010,46553,Mylène Farmer,Rolling Stone,29202,1,1,75.5,64.7,3.32,0.02,11.8,53.8,104.969,3.77378333333333,165.285714285714,0,26,34,3650720,13,4154,899483,3426756,499691,0,2018-01-18,other,Independent,0,fair
JPU901901148,524932,Masaki Suda,Machigaisagashi,1844881,36,1,55.5,65.3,4.02,0,38.5,43.4,77.973,3.68578333333333,96.7142857142857,0,119,64,159815851,0,643892,2334164,3577457,1135,152016,2019-05-14,Pop,Sony Music,0,fair
TR0012000180,21651,Şehinşah,Baban,23445,1,1,74.6,73.9,6.15,0.07,11.6,57,149.966,4.63458333333333,45.5714285714286,0,2,41,1904375,689,709753,856142,2454109,203293,0,2020-05-06,HipHop/Rap,Independent,0,good
USWD11993077,4047,Naomi Scott,Speechless (Full),289929,4,6,47.4,48.9,3.42,0,11.9,23,124.844,3.48001666666667,95.5714285714286,0,470,71,266833257,2051,3492553,3560477,8932639,23892,404828,2019-05-21,Soundtrack,Universal Music,0,poor
QM33K1600054,213898,Noah Cyrus,I'm Stuck,141857,4,11,85.9,56.2,11.8,0.15,7.96,53.5,123.031,3.12728333333333,199.428571428571,0,383,48,7481918,43700,6021304,13148955,90679139,86100,102532,2017-05-25,Pop,Sony Music,0,excellent
NLSU32000009,213336,Suzan & Freek,Straks Is Het Te Laat,262140,7,1,73.3,46.5,4.93,0,25.4,36.9,86.023,2.85396666666667,26.4285714285714,0,22,52,0,0,235474,1560195,6471435,23314,0,2020-09-10,Pop,Sony Music,0,excellent
NLG662000053,207404,Lil Kleine,Joanne,3858139,35,2,92.8,52.9,5.42,9.49e-4,18.2,89,113.984,3.19575,55.4285714285714,0,104,47,0,0,1731210,2312328,8497422,241362,9585,2020-02-28,HipHop/Rap,Universal Music,0,excellent
AUCN31209086,7893,Starley feat. Ryan Riback,Call on Me - Ryan Riback Remix,298751,55,1,69.2,83,3.72,0.02,10.6,80.1,104.973,3.2622,231.285714285714,1,11822,64,0,20200,37636,2537026,24819519,24811,6116988,2016-09-23,Pop,Independent,0,good
QZK6P1964603,823405,Silent Bob feat. Sick Budd,Zitta,1048631,27,1,47.9,58.9,29.8,0,11.3,34.2,81.19,2.92638333333333,62.2857142857143,0,31,59,0,1104,0,367695,500549,286,21269,2020-01-10,Pop,Independent,0,fair
USSD12000432,190507,Mau y Ricky,La Grosera,2398205,38,3,81.8,57.2,18.4,0,7.31,56.1,94.972,2.64378333333333,22.8571428571429,0,181,63,15828442,53200,5895483,9974376,65419726,543430,24865,2020-10-12,Pop,Sony Music,0,fair
PLA811300080,636517,Zakopower,Medrcy Swiata,35195,1,1,61.6,86,5.5,0,81.8,82.5,115.003,3.79711666666667,381.714285714286,0,6,24,0,0,23901,34232,110200,3342,0,2013-11-26,other,Independent,0,good
ITUM71701733,134682,Sfera Ebbasta,Ricchi x Sempre,38498287,402,2,59.9,73.4,41.3,0,18.7,13.3,211.842,3.72978333333333,165.285714285714,0,107,43,1255825,7682,3522378,5274152,35635930,107259,167548,2018-01-18,HipHop/Rap,Universal Music,1,excellent
USHC41200293,3434,fun.,Sleigh Ride,119573,2,1,55.8,73.1,3.25,0,9.32,38.1,100.035,3.61666666666667,481,0,561,37,15105,0,0,7584929,55315775,885364,220215,2012-01-01,other,Universal Music,0,excellent
PLC062009146,818222,Tymek feat. PlanBe feat. Oki,Milion,1705895,73,1,75.4,67,4.5,0,64,56.6,113.008,3.25663333333333,52.4285714285714,0,16,54,0,0,247531,1172434,1863478,11452,5842,2020-01-30,Pop,Independent,0,good
FR2X41741134,211622,Naps,Elvira,201082,11,1,76.3,70,5.65,2.22,21.7,80.8,106.931,3.37888333333333,200.285714285714,0,14,48,16228861,843,868137,2525390,4993369,1132855,0,2017-05-18,HipHop/Rap,Independent,0,fair
USRC11903897,207304,H.E.R.,Damage,282376,1,1,64.6,69.6,6.5,0,11.5,18,81.336,3.72358333333333,21.5714285714286,0,559,74,34416446,15200,3934768,12885967,81962669,595920,722866,2020-10-21,R&B,Sony Music,0,fair
TWE971803910,11067,Wang Fu,男右女左,5323,1,1,69,55.6,2.36,0,14.3,84.5,95.016,4.80555,143.428571428571,0,1,22,0,0,14358,66045,181165,2,0,2018-07-03,Pop,Independent,0,good
NOG841813020,5451,Alan Walker feat. Sorana,Lost Control,14821177,248,18,73.6,55.5,7.57,0.02,7.98,32.3,91.997,3.70533333333333,118.285714285714,0,723,66,14442105,121800,8284211,23630992,168375513,3209286,598779,2018-12-14,Electro/Dance,Sony Music,1,fair
AUZN31500315,206613,Nick Broadhurst,Little Lover,7346,1,1,40.9,28.3,4.48,0.07,9.85,18.6,90.038,3.99658333333333,257.428571428571,1,222,27,0,0,145258,74491,768912,109,25050,2015-11-13,Electro/Dance,Independent,0,good
USSM11408623,4913,Meghan Trainor,I'll Be Home,24923522,73,24,46.2,37,2.67,4.84e-4,10.8,28.5,84.738,3.66088333333333,323.285714285714,0,2753,54,15389206,19800,11809626,15583157,121668374,1245471,481200,2014-11-16,other,Sony Music,1,excellent
UKSQM1900006,224043,Nafe Smallz feat. Tory Lanez,Good Love (feat. Tory Lanez),1316828,19,1,61.4,64.1,28.8,0,6.59,49.2,123.539,3.2,91.2857142857143,0,251,50,0,128,237472,1688649,8641192,13562,81138,2019-06-13,HipHop/Rap,Warner Music,0,good
FITFR1800021,469806,Anssi Kela,Jotain On Poissa,121304,7,1,64.1,76.1,2.59,0.01,56.1,57.7,104.981,4.67596666666667,131.285714285714,0,6,16,0,0,42506,174891,243044,5162,1225,2018-09-14,Pop,Universal Music,0,good
QZES51840264,612590,Lvcas Dope feat. DJ Wich,Hate,49406,17,1,87.9,69,7.66,0,9.21,59.6,135.024,3.97036666666667,126.571428571429,0,0,22,0,0,0,76652,21609,1773,0,2018-10-17,Pop,Independent,0,fair
USWB11801903,4170,Lukas Graham,Love Someone,20838718,405,22,53.8,40.9,5.05,0,11,26.5,171.838,3.424,125.285714285714,0,2787,73,52083294,80600,634869,13429419,113900763,384769,0,2018-09-07,Pop,Warner Music,1,good
CAUM71700071,2357,Hedley,Better Days,45423,1,1,60.8,73.4,6.48,0,5.48,68.3,95.994,3.72978333333333,181.285714285714,0,289,55,8127322,22000,46908,507731,1090367,57904,127779,2017-08-18,Pop,Universal Music,0,poor
USWB11301111,100,Fleetwood Mac,Dreams - 2004 Remaster,209974911,1316,23,82.8,49.2,2.76,0.43,12.8,78.9,120.151,4.29666666666667,2302.28571428571,0,10138,85,6018466,68000,148661,22571185,124139966,942950,0,2013-01-28,Pop,Warner Music,1,good
DESO41900100,213069,Fler,Grind,8261167,31,3,86.7,64.3,8.81,2.09e-4,11,49,134.92,2.84445,57.4285714285714,0,51,40,1800980,45,74,957837,5491439,204757,0,2020-02-13,HipHop/Rap,Universal Music,0,good
IT0CF1900332,469157,Lazza feat. Gue Pequeno,Gucci Ski Mask (feat. Guè Pequeno),1943286,33,1,81.4,76.3,24.9,0,7.51,57.1,125.031,3.4625,114.285714285714,0,24,46,0,0,759031,1553332,4243654,29217,0,2019-01-11,HipHop/Rap,Universal Music,0,good
NLSU32000018,213336,Suzan & Freek,Papa,1610817,14,1,57.8,30.7,3.8,0,10.9,13.1,118.515,3.29741666666667,24.4285714285714,0,64,62,0,64,235474,1560195,6471435,23314,0,2020-10-01,Pop,Sony Music,0,masterpiece
ITUM72000743,469157,Lazza feat. Shiva,MON AMOUR (feat. Shiva),1910755,12,1,49.8,78,30.9,0,39.3,36.8,134.387,2.56133333333333,35.4285714285714,0,10,54,0,0,759031,1553332,4243654,29217,0,2020-07-16,HipHop/Rap,Universal Music,0,good
DEA621700947,208748,KC Rebell feat. Summer Cem,Magnum - Bonustrack,381471,8,2,75.4,71.6,53.2,0,8,87.1,156.052,3.41075,196.285714285714,0,28,31,0,0,1406432,3046210,10945902,856229,0,2017-06-16,HipHop/Rap,Warner Music,0,fair
IDUM71300109,324955,RAN,Dekat Di Hati,26862282,827,1,71.9,49.2,2.64,0,11.1,64.4,109.958,4.48111666666667,428.714285714286,0,213,62,59709122,1234,106783,919046,2916315,14502,0,2013-01-01,Pop,Universal Music,1,good
IDUM72000114,857756,Arsy Widianto feat. Tiara Andini,Diam - Diam,121796,4,1,52.2,34.7,2.59,0,20.7,38,106.065,3.79181666666667,6.28571428571429,0,20,57,0,2096,346993,1202340,2732936,2278,573,2021-02-05,Pop,Universal Music,0,poor
USNPW1700296,1896,Pitbull feat. Fifth Harmony,Por Favor,343979,2,6,75.2,76.1,9.26,2.64e-4,6.25,69.7,98.025,3.31778333333333,177.285714285714,0,13,38,0,377,8275766,25608981,162889065,6453921,445447,2017-10-23,other,Sony Music,0,good
FIWMA1900439,2219,Elastinen,Totuutta ja tehtävää (Vain elämää kausi 10),572368,36,1,72.1,64.1,20.9,0.01,9.87,68.8,100.054,3.69646666666667,73.2857142857143,0,7,26,0,0,239179,348009,1166586,28581,0,2019-10-25,HipHop/Rap,Warner Music,0,poor
DEA621900509,232657,Summer Cem feat. Gringo,Yallah Goodbye (feat. Gringo),2137713,26,3,87.5,73.8,17.5,2.3,11.2,21,104.953,2.35978333333333,71.2857142857143,0,282,60,0,3141,1198995,3382185,7795416,447281,411474,2019-07-04,HipHop/Rap,Warner Music,0,fair
FR26V1644290,417031,Capo Plaza,Nisida,34020,1,1,86.6,44.8,32.8,0,7.84,34.2,119.974,3.93333333333333,235.714285714286,1,61,57,31194532,0,1839638,2718244,9644318,63723,50932,2016-09-23,Pop,Independent,0,excellent
USAT21811087,2285,Gucci Mane feat. Bruno Mars feat. Kodak Black,Wake Up in the Sky,101475123,84,29,80,57.8,4.85,0,35.9,36.7,143.01,3.41108333333333,131.285714285714,0,5630,70,393376243,463900,14435339,11527953,93628442,660739,3767659,2018-09-14,HipHop/Rap,Warner Music,1,excellent
ITUM71900412,210172,Izi,A'dam,1643365,21,1,68.8,69.6,23.9,0.02,9.7,34.4,100.143,3.20208333333333,97.2857142857143,0,2,40,0,0,764955,1324719,4233660,35093,0,2019-05-10,HipHop/Rap,Universal Music,0,good
FRUM71700363,3011,Alonzo,Suis-moi,1537400,28,1,74.2,84.5,13.8,0,20.8,56,120.032,3.28778333333333,190.285714285714,0,96,50,43734416,103000,1753729,1450169,4508350,1131740,407592,2017-07-27,HipHop/Rap,Universal Music,0,good
JPWP01700661,208261,KSUKE feat. Meron Ryan,Pool (feat. Meron Ryan),124517,51,1,24.8,88.1,27.4,1.54,17.1,38.5,77.115,3.4375,196.285714285714,0,6,20,0,4322,47169,216017,609820,2315,9816,2017-06-15,Electro/Dance,Warner Music,0,excellent
FR6V82494146,441597,Pasto,Aku Pasti Kembali,62689,2,1,52.1,31.1,2.76,0,12.8,51.4,141.819,4.69178333333333,563.714285714286,1,0,0,0,0,0,782375,792999,1173,0,2014-05-21,Pop,Independent,0,excellent
CZUM71800089,612482,Nik Tendo feat. Zayo,Cash Money,26900,8,1,61.9,59,5.14,0,32.8,38.2,144.978,3.43448333333333,142.571428571429,0,0,28,0,0,257028,231556,158649,8211,0,2018-06-24,HipHop/Rap,Universal Music,0,fair
USWD11778858,43,Céline Dion,How Does A Moment Last Forever,335229,24,6,36.3,28.2,3.08,0,30.7,34.2,107.402,3.62555,214.285714285714,0,408,58,45596710,9,4668229,10314975,63385841,2123491,729285,2017-03-09,Soundtrack,Universal Music,0,fair
USAT21702235,5293,Ty Dolla $ign feat. Lil Wayne feat. The-Dream,Love U Better (feat. Lil Wayne & The-Dream),2418451,73,7,48.2,47.7,5.03,0,25.1,37.9,117.85,3.04723333333333,192.857142857143,0,3319,0,20396798,220,5538776,28445985,263578718,594343,0,2017-07-12,HipHop/Rap,Warner Music,0,good
AUCN31209086,7893,Starley feat. Ryan Riback,Call on Me - Ryan Riback Remix,112757,21,1,73.2,72.9,10.6,0,8.57,70.9,87.969,2.96061666666667,211.571428571429,1,11822,64,0,20200,37636,2537026,24819519,24811,6116988,2016-09-23,Pop,Independent,0,excellent
USUM71808542,3963,Ariana Grande feat. Nicki Minaj,the light is coming (feat. Nicki Minaj),7940248,14,33,87.7,54.7,18,0,2.8,68.7,99.034,3.80621666666667,135.285714285714,0,840,64,60081981,561,227219353,59976087,368330235,10121026,261523,2018-06-20,Pop,Universal Music,0,fair
GBCCS1800286,436,Paul McCartney,I Don't Know,3832,1,1,71.8,55.4,3.53,0.82,11.1,18.2,80.992,4.44905,143.571428571429,1,166,41,4579153,0,3484297,10173278,110101684,1352996,80412,2018-06-20,Rock,Universal Music,0,good
FRUM71702098,612163,YL,Mon barrio,225700,7,1,82.4,74.7,27.4,0,30.3,64.4,98.041,2.96688333333333,160.285714285714,0,5,31,4586,0,0,564937,385371,299551,0,2017-11-09,HipHop/Rap,Universal Music,0,fair
TCADH1734079,45600,Anu-D feat. LouiVos feat. Lange Frans,Hijskraan (feat. LouiVos & Lange Frans),22945,1,1,80.3,82.2,23.4,0,29.8,64.8,120.019,3.25095,180.285714285714,1,28,22,0,0,23489,66022,190420,1123,0,2017-10-05,Pop,Independent,0,fair
FRZ808580010,148442,Johnny Hallyday,Le chanteur abandonné,33271,1,1,58,46.1,2.89,0,12.5,32.2,104.593,4.90488333333333,1889.71428571429,0,22,35,976,0,265128,1242239,2439131,663321,0,1985-01-01,other,Universal Music,0,excellent
CNZ631800030,213865,Julia Peng,"愛是光(俄羅斯電影《花滑女王》中文主題曲) - The Chinese Theme Song of Russian Film """"Ice""""",83327,18,1,33.6,35.7,3.36,0,10.8,20.7,138.3,4.472,157.571428571429,1,4,15,0,0,0,142611,643114,96,1544,2018-03-09,Pop,Sony Music,0,good
DKAZA2000219,3728427,Drew Sycamore,I Wanna Be Dancing,2115681,135,1,76.4,79.3,6.7,0.17,31.7,83.1,123.013,2.68255,24.2857142857143,0,106,60,0,34,11634,403162,1985552,51,24172,2020-10-02,Pop,Warner Music,0,excellent
TWA471816004,122370,Jolin Tsai,你也有今天,2192008,260,1,74.3,75.8,5.51,9.97e-4,12.1,35.7,110.034,3.1,116.714285714286,0,15,44,5390756,0,4224444,731417,1885547,7972,12783,2018-12-26,Pop,Sony Music,0,excellent
ITUM71800771,210184,Gue Pequeno,Bling Bling (Oro),7972892,78,1,69.3,73.1,3.72,0.01,8.12,41.9,97.959,3.47511666666667,131.285714285714,0,113,4,27336013,1173,1948850,2683086,7332603,214001,369916,2018-09-14,HipHop/Rap,Universal Music,0,excellent
